0	17	59	109	409	441	529	651	695	900	980	1104	1267	1384	2684	4660	5072	5278	5568	5712	5772	5854	5998	6093	6193	6307	6377	6419	6515	6585	6813	6913	6989	7151	7271	7363	8177	8309	8505	8585	8653	8715	8770	8820	8892	8964	9056	9081	9153	9865	10219	11257	11313	11681	11807	11905	11949	11993	12111	12189	12217	12351	12385	12459	12607	12629	12663	12727	12805	12876	12944	12992	13064	13153	13171	13329	13427	13565	13733	13871	13913	13957	17620	17704	17810	21752	21790	22026	22188	22260	22427	22989	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	23039	
0	0	28	28	44	44	46	50	52	52	54	54	56	56	58	64	70	72	72	72	72	72	74	80	80	106	106	108	122	122	122	128	132	132	138	140	140	156	156	156	210	210	212	214	214	214	220	220	220	234	234	234	244	244	246	246	246	246	246	248	248	248	250	250	254	254	254	256	256	256	262	262	262	266	266	266	270	270	272	272	272	276	278	278	278	286	286	286	340	343	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	345	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
