0	22	24	74	376	406	492	596	626	828	904	1022	1184	1298	2594	4566	4976	5174	5480	5622	5678	5756	5889	5989	6083	6193	6257	6297	6393	6513	6698	6794	6862	7020	7136	7224	8042	8172	8378	8452	8516	8566	8627	8673	8733	8795	8879	8895	8967	9677	10025	11057	11107	11471	11593	11689	11727	11767	11875	11939	11963	12087	12109	12174	12314	12336	12364	12424	12534	12602	12668	12706	12776	12860	12874	13028	13118	13241	13401	13535	13569	13607	17269	17342	17460	21716	21750	21980	22135	22207	22365	22911	22959	22959	22959	22959	22959	22959	22959	22959	22959	22959	22959	22959	22959	22959	
0	1	1	1	17	17	19	19	21	21	23	23	25	25	27	33	39	41	41	41	41	41	43	49	49	75	75	77	91	91	91	97	101	101	107	109	109	125	125	125	179	179	181	183	183	183	189	189	189	203	203	203	213	213	215	215	215	215	215	217	217	217	219	219	223	223	223	225	225	225	231	231	231	235	235	235	239	239	241	241	241	245	247	247	247	255	255	255	309	315	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
