0	19	25	75	372	403	485	596	626	827	903	1031	1195	1310	2608	4586	4997	5169	5481	5607	5663	5753	5889	5979	6073	6187	6251	6291	6387	6511	6695	6812	6880	7040	7159	7246	8063	8195	8411	8485	8549	8599	8654	8699	8756	8818	8902	8918	8988	9698	10051	11112	11162	11526	11654	11750	11793	11834	11943	12012	12039	12162	12187	12253	12395	12413	12447	12511	12598	12666	12730	12766	12844	12930	12945	13099	13189	13350	13514	13649	13685	13729	17391	17465	17578	21506	21548	21804	21949	22015	22178	22724	22772	22772	22772	22772	22772	22772	22772	
0	3	3	3	19	19	19	21	23	23	25	25	27	27	29	35	41	43	43	43	43	43	45	51	51	77	77	79	93	93	93	99	103	103	109	111	111	127	127	127	181	181	183	185	185	185	191	191	191	205	205	205	215	215	217	217	217	217	217	219	219	219	221	221	225	225	225	227	227	227	233	233	233	237	237	237	241	241	243	243	243	247	249	249	249	257	257	257	311	317	319	319	319	319	319	319	319	319	319	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
